AXIOMS Luce.abs_cyclicGridKernel_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cycle_closing_potential_bound._simp_1_7: [propext]
AXIOMS Luce.Section6.cycle_count_at_maximum_eq_indicator._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cycle_count_at_maximum_eq_indicator._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cycle_count_at_maximum_eq_indicator._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.cycle_edge_potential_bound._abel_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.deletedD.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deletedG.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deletedH.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_arrival_relative_tails._simp_1_1: [propext]
AXIOMS Luce.Section6.deleted_arrival_relative_tails._simp_1_2: [propext]
AXIOMS Luce.Section6.deleted_arrival_relative_tails._simp_1_3: [propext]
AXIOMS Luce.Section6.deleted_arrival_relative_tails._simp_1_4: [propext]
AXIOMS Luce.Section6.deleted_arrival_relative_tails._simp_1_5: [propext]
AXIOMS Luce.Section6.deleted_arrival_relative_tails._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_arrival_relative_tails._simp_1_7: [propext]
AXIOMS Luce.Section6.deleted_arrival_window_mean_lower._simp_1_1: [propext]
AXIOMS Luce.Section6.deleted_arrival_window_mean_lower._simp_1_2: [propext]
AXIOMS Luce.Section6.deleted_arrival_window_mean_lower._simp_1_3: [propext]
AXIOMS Luce.Section6.deleted_arrival_window_mean_lower._simp_1_4: [propext]
AXIOMS Luce.Section6.deleted_arrival_window_mean_lower._simp_1_5: [propext]
AXIOMS Luce.Section6.deleted_arrival_window_mean_lower._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_arrival_window_mean_lower._simp_1_7: [propext]
AXIOMS Luce.Section6.deleted_before_count_upper_tail._simp_1_1: [propext]
AXIOMS Luce.Section6.deleted_before_count_upper_tail._simp_1_2: [propext]
AXIOMS Luce.Section6.deleted_before_count_upper_tail._simp_1_3: [propext]
AXIOMS Luce.Section6.deleted_before_count_upper_tail._simp_1_4: [propext]
AXIOMS Luce.Section6.deleted_before_count_upper_tail._simp_1_5: [propext]
AXIOMS Luce.Section6.deleted_before_count_upper_tail._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_before_count_upper_tail._simp_1_7: [propext]
AXIOMS Luce.Section6.deleted_joint_window_probability._simp_1_1: [propext]
AXIOMS Luce.Section6.deleted_joint_window_probability._simp_1_2: [propext]
AXIOMS Luce.Section6.deleted_joint_window_probability._simp_1_3: [propext]
AXIOMS Luce.Section6.deleted_kernel_Lp_of_rate_floor._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.deleted_kernel_le_insertionDominationMatrix._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.deleted_kernel_product_le_Lp._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_kernel_product_square_le_Lp._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.deleted_kernel_product_square_le_Lp._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_kernel_product_square_le_Lp._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_survivor_mean_identity._simp_1_2: [propext]
AXIOMS Luce.Section6.deleted_survivor_mean_identity._simp_1_3: [propext]
AXIOMS Luce.Section6.deleted_survivor_mean_identity._simp_1_4: [propext]
AXIOMS Luce.Section6.deleted_survivor_mean_identity._simp_1_5: [propext]
AXIOMS Luce.Section6.deleted_survivor_mean_identity._simp_1_6: [propext]
AXIOMS Luce.Section6.deleted_survivor_mean_identity._simp_1_7: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_survivor_mean_identity._simp_1_8: [propext]
AXIOMS Luce.Section6.deleted_survivor_window_mean_lower._simp_1_1: [propext]
AXIOMS Luce.Section6.deleted_survivor_window_mean_lower._simp_1_2: [propext]
AXIOMS Luce.Section6.deleted_survivor_window_mean_lower._simp_1_3: [propext]
AXIOMS Luce.Section6.deleted_survivor_window_mean_lower._simp_1_4: [propext]
AXIOMS Luce.Section6.deleted_survivor_window_mean_lower._simp_1_5: [propext]
AXIOMS Luce.Section6.deleted_survivor_window_mean_lower._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_survivor_window_mean_lower._simp_1_7: [propext]
AXIOMS Luce.Section6.deleted_weight_mean_drift._simp_1_1: [propext]
AXIOMS Luce.Section6.deleted_weight_mean_drift._simp_1_2: [propext]
AXIOMS Luce.Section6.deleted_weight_mean_drift._simp_1_3: [propext]
AXIOMS Luce.Section6.deleted_weight_mean_drift._simp_1_4: [propext]
AXIOMS Luce.Section6.deleted_weight_mean_drift._simp_1_5: [propext]
AXIOMS Luce.Section6.deleted_weight_mean_drift._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_weight_mean_drift._simp_1_7: [propext]
AXIOMS Luce.Section6.deleted_weight_quantile_window_probability._simp_1_1: [propext]
AXIOMS Luce.Section6.deleted_weight_quantile_window_probability._simp_1_2: [propext]
AXIOMS Luce.Section6.deleted_weight_quantile_window_probability._simp_1_3: [propext]
AXIOMS Luce.Section6.deleted_weight_quantile_window_probability._simp_1_4: [propext]
AXIOMS Luce.Section6.deleted_weight_quantile_window_probability._simp_1_5: [propext]
AXIOMS Luce.Section6.deleted_weight_quantile_window_probability._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_weight_quantile_window_probability._simp_1_7: [propext]
AXIOMS Luce.Section6.deleted_weight_scaled_chebyshev._simp_1_1: [propext]
AXIOMS Luce.Section6.deleted_weight_scaled_chebyshev._simp_1_2: [propext]
AXIOMS Luce.Section6.deleted_weight_scaled_chebyshev._simp_1_3: [propext]
AXIOMS Luce.Section6.deleted_weight_scaled_chebyshev._simp_1_4: [propext]
AXIOMS Luce.Section6.deleted_weight_scaled_chebyshev._simp_1_5: [propext]
AXIOMS Luce.Section6.deleted_weight_scaled_chebyshev._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_weight_scaled_chebyshev._simp_1_7: [propext]
AXIOMS Luce.Section6.density_envelope_product._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.disjoint_indicators_sum_le_one65._simp_1_1: [propext]
AXIOMS Luce.Section6.endpoint_block_terminal_buffer._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.endpoint_block_terminal_buffer._proof_1_5: [propext, Quot.sound]
AXIOMS Luce.Section6.endpoint_envelope_target_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.escaping_cycle_probability_le_cylinders._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exactCycleVertexCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_column_summable._simp_1_1: [propext]
AXIOMS Luce.Section6.exceptionalEnvelope_column_summable._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_column_tail._simp_1_1: [propext]
AXIOMS Luce.Section6.exceptionalEnvelope_column_tail._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_column_tail._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptional_weighted_factor_le._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.exceptional_weighted_factor_le._simp_1_1: [propext]
AXIOMS Luce.Section6.excursionCount_le_logarithmic65._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.exists_interior_label_block._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.exists_interior_label_block._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.exists_interior_label_block._proof_1_3: [propext, Quot.sound]
AXIOMS Luce.Section6.exists_interior_label_block._proof_1_4: [propext, Quot.sound]
AXIOMS Luce.Section6.exists_interior_label_block._proof_1_5: [propext, Quot.sound]
AXIOMS Luce.Section6.exists_interior_label_block._proof_1_6: [propext, Quot.sound]
AXIOMS Luce.Section6.exp_pathVariation68_integrable._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.extreme_moment_absorption._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.extreme_ratio_bounds._simp_1_1: [propext]
AXIOMS Luce.Section6.extreme_ratio_bounds._simp_1_2: [propext]
AXIOMS Luce.Section6.extreme_ratio_bounds._simp_1_3: [propext]
AXIOMS Luce.Section6.extreme_ratio_bounds._simp_1_4: [propext]
AXIOMS Luce.Section6.extreme_ratio_bounds._simp_1_5: [propext]
AXIOMS Luce.Section6.extreme_ratio_bounds._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.extreme_ratio_bounds._simp_1_7: [propext]
AXIOMS Luce.Section6.factorial_error_algebra._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.factorial_error_algebra._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.fallingBasis65._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fallingBasis65.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fallingSequence65._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fallingSequence65.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.filter_card_le_add65._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.finite_sampled_rate_ratio_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.gapStartFromNormalized.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStartFromNormalized_eq_previous._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStart_lt_imp_beforeCount._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStart_lt_imp_beforeCount._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.gapStart_lt_imp_beforeCount._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStart_lt_of_beforeCount._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStart_lt_of_beforeCount._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gap_start_eq_skeleton_add_selected_indices._simp_1_1: [propext]
AXIOMS Luce.Section6.gaussianMoment65.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussianMoment65_rec._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussianMoment65_rec._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussianMoment65_rec._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.harmonic_interval_sum67._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.harmonic_interval_sum67._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.harmonic_real_subset67._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.harmonic_real_subset67._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.harmonic_real_subset67._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealCoreLower._proof_1: [propext]
AXIOMS Luce.Section6.idealCycleWeight.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_floor68._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_floor68._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_floor68._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_floor68._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_left_sub68._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_left_sub68._proof_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_left_sub68._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_left_sub68._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_right_sub68._proof_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_right_sub68._proof_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_right_sub68._simp_1_1: [propext]
AXIOMS Luce.Section6.idealRootTrace_right_sub68._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_right_sub68._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialTrace68_window_bound._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialTrace68_window_bound._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialTrace68_window_bound._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialTrace68_window_bound._proof_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialTrace68_window_bound._proof_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialTrace68_window_bound._proof_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialTrace68_window_bound._proof_1_7: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialTrace68_window_bound._proof_1_8: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialWindow68_eventually._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTrace.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTrace_meanApprox65._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTrace_restrict68._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTupleRoot._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTupleRoot.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTupleRoot.eq_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTupleRoot_left_le68._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTupleRoot_right_gt68._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.ideal_core_eventual_domain._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.ideal_core_eventual_domain._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.ideal_core_nonempty_eventually._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.inactive_terminal_kernel_row_bound._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.inactive_terminal_kernel_row_bound._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.inactive_terminal_kernel_subset_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.inactive_terminal_kernel_subset_bound._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.Section6.inactive_terminal_kernel_subset_bound._proof_1_3: [propext, Quot.sound]
AXIOMS Luce.Section6.inactive_terminal_ordinary_row_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.incrementDensity.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.independent_real_coordinates_injective_ae._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.initial_block_remaining_rate._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionChoices.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionChoices_nonempty._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.insertionDominationMatrix.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.instDecidableEqCorner._proof_1: []
AXIOMS Luce.Section6.instDecidableEqCorner._proof_2: []
AXIOMS Luce.Section6.instDecidableEqSamplingGrid._proof_1: []
AXIOMS Luce.Section6.instDecidableEqSamplingGrid._proof_2: []
AXIOMS Luce.Section6.instFintypeCorner._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integral_fast_arrival._simp_1_1: [propext]
AXIOMS Luce.Section6.integral_fast_arrival._simp_1_2: [propext]
AXIOMS Luce.Section6.integral_fast_arrival._simp_1_3: [propext]
AXIOMS Luce.Section6.integral_fast_arrival._simp_1_4: [propext]
AXIOMS Luce.Section6.integral_fast_arrival._simp_1_5: [propext]
AXIOMS Luce.Section6.integral_fast_arrival._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integral_fast_arrival._simp_1_7: [propext]
AXIOMS Luce.Section6.interior_deleted_survivor_reservoir._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.interior_deleted_survivor_reservoir._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.interior_deleted_survivor_reservoir._simp_1_3: [propext]
AXIOMS Luce.Section6.interior_deleted_survivor_reservoir._simp_1_4: [propext]
AXIOMS Luce.Section6.interior_deleted_survivor_reservoir._simp_1_5: [propext]
AXIOMS Luce.Section6.interior_deleted_survivor_reservoir._simp_1_6: [propext]
AXIOMS Luce.Section6.interior_deleted_survivor_reservoir._simp_1_7: [propext]
AXIOMS Luce.Section6.interior_deleted_survivor_reservoir._simp_1_8: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.interior_deleted_survivor_reservoir._simp_1_9: [propext]
AXIOMS Luce.Section6.interior_envelope_le_inverse_row._simp_1_1: [propext]
AXIOMS Luce.Section6.interior_envelope_le_inverse_row._simp_1_2: [propext]
AXIOMS Luce.Section6.interior_envelope_le_inverse_row._simp_1_3: [propext]
AXIOMS Luce.Section6.interior_envelope_le_inverse_row._simp_1_4: [propext]
AXIOMS Luce.Section6.interior_envelope_le_inverse_row._simp_1_5: [propext]
AXIOMS Luce.Section6.interior_envelope_le_inverse_row._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.interior_envelope_le_inverse_row._simp_1_7: [propext]
AXIOMS Luce.Section6.interior_logarithmic_survivor_mean._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.interior_populationD_bounds._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.intervalDiscardedCycleCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.inverse_power_kernel_row_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.laplaceDensity68._proof_1: [propext]
AXIOMS Luce.Section6.left_bounded_source_kernel_le_inverse_row._simp_1_1: [propext]
AXIOMS Luce.Section6.left_bounded_source_kernel_le_inverse_row._simp_1_2: [propext]
AXIOMS Luce.Section6.left_bounded_source_kernel_le_inverse_row._simp_1_3: [propext]
AXIOMS Luce.Section6.left_bounded_source_kernel_le_inverse_row._simp_1_4: [propext]
AXIOMS Luce.Section6.left_bounded_source_kernel_le_inverse_row._simp_1_5: [propext]
AXIOMS Luce.Section6.left_bounded_source_kernel_le_inverse_row._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.left_bounded_source_kernel_le_inverse_row._simp_1_7: [propext]
AXIOMS Luce.Section6.left_corner_envelope_column_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.Section6.left_corner_envelope_column_bound._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.left_envelope_weighted_sum_bound._proof_1_1: [propext, Quot.sound]
